,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
17151,30,4,11,1.14,1,29
17152,23,1,5,0.52,1,0
17153,30,3,3,0.32,1,0
17154,20,1,12,1.29,1,287
17155,30,4,2,0.86,1,129
17156,28,2,1,0.11,1,0
17157,40,1,28,3.05,1,22
17159,69,3,10,1.22,1,0
17160,26,2,4,0.51,2,35
17161,50,2,1,0.1,1,5
17162,41,7,1,0.11,1,13
17163,45,1,19,1.99,2,63
17164,36,1,5,0.57,1,0
17165,110,150,10,1.06,4,207
17166,110,7,3,0.34,1,4
17168,22,3,2,0.26,1,0
17169,35,2,8,0.89,1,0
17170,35,2,2,0.36,1,0
17171,95,2,10,1.63,3,129
17172,65,2,1,0.13,1,0
17173,95,2,9,1.45,3,148
17174,48,3,8,0.88,1,0
17178,100,3,3,0.65,1,0
17179,34,2,14,1.45,1,56
17180,16,2,1,0.11,1,0
17181,36,1,27,3.02,1,345
17182,35,3,20,2.29,1,0
17183,40,4,3,0.34,1,0
17184,22,4,5,0.54,1,129
17185,49,3,15,1.66,1,136
17186,30,3,36,4.12,1,0
17187,20,2,7,0.74,1,133
17188,20,1,7,0.74,1,0
17189,27,3,19,1.97,1,4
17190,50,2,10,1.06,1,7
17191,59,2,10,1.1,3,0
17193,25,5,25,2.64,1,6
17194,120,2,3,0.41,1,0
17195,50,1,3,0.36,2,0
17197,14,2,31,3.3,2,49
17198,65,5,8,0.84,1,0
17199,51,2,4,0.42,1,0
17201,52,25,3,0.37,1,178
17202,37,1,3,0.47,1,0
17203,30,2,12,1.58,1,34
17204,20,3,11,1.24,1,6
17205,35,2,14,2.26,1,2
17206,35,2,6,0.74,1,23
17208,20,1,1,0.11,1,0
17209,49,4,16,1.83,1,0
17211,45,2,8,0.99,1,0
17212,15,3,3,0.33,1,4
17214,18,3,4,0.49,1,0
17215,35,1,19,2.58,1,166
17216,35,4,12,1.35,1,0
17217,125,3,3,0.41,1,169
17218,35,3,17,1.88,1,330
17219,30,2,14,1.58,1,7
17220,60,3,2,0.31,1,0
17221,40,2,33,3.72,1,2
17224,16,4,14,1.47,2,0
17226,35,2,6,0.69,1,0
17227,19,2,29,3.2,1,14
17228,95,60,11,1.26,2,5
17230,35,4,7,0.78,1,0
17231,46,2,2,0.23,1,0
17232,60,6,7,0.77,1,0
17233,34,7,1,0.13,2,0
17234,29,3,1,0.1,1,0
17235,55,1,6,0.68,1,3
17236,129,3,7,0.87,1,323
17237,55,2,3,0.34,1,0
17238,40,2,20,2.15,3,227
17239,25,2,4,0.45,1,0
17240,90,2,40,4.33,1,0
17243,18,12,3,0.34,1,0
17244,45,2,1,0.11,1,0
17245,75,4,12,1.59,1,196
17246,19,1,2,0.34,2,29
17250,2500,2,6,0.82,8,159
17251,70,3,2,0.22,1,0
17252,30,2,3,0.35,1,0
17254,120,2,3,0.32,1,0
17255,40,2,11,1.33,1,12
17256,60,3,9,1.0,1,0
17257,25,5,12,1.38,2,0
17258,60,2,24,2.89,1,20
17259,55,3,5,0.57,1,0
17260,130,4,4,0.67,2,0
17261,20,5,2,0.31,1,35
17263,65,2,22,2.52,1,22
17264,60,5,1,0.12,1,0
17265,55,30,1,0.22,4,341
17266,20,1,2,0.23,1,0
17269,19,20,5,0.55,4,5
17270,69,3,16,1.8,1,239
17271,100,4,25,2.78,6,0
17272,18,3,1,0.11,2,0
17273,35,5,19,2.94,1,23
17274,56,5,10,1.14,1,2
17276,40,3,36,3.88,2,19
17277,69,2,1,1.0,1,322
17278,39,1,26,3.51,2,0
17279,40,2,6,0.66,1,0
17280,40,3,1,0.11,1,0
17282,89,2,6,0.68,1,0
17284,28,1,7,0.75,1,13
17285,22,2,1,0.11,1,0
17286,39,3,2,0.24,1,0
17287,80,4,1,0.23,1,86
17288,15,5,1,0.11,1,0
17289,150,3,9,1.15,1,168
17290,120,3,12,1.63,1,19
17291,29,1,5,0.57,2,311
17292,40,1,1,0.11,1,310
17293,85,3,9,1.03,1,15
17295,22,2,3,0.36,1,0
17296,35,14,2,0.34,1,0
17297,120,2,3,0.41,1,47
17299,18,1,3,0.32,1,0
17300,60,60,3,0.57,16,209
17302,90,2,11,1.38,4,333
17303,40,2,4,0.47,2,0
17304,17,3,6,0.66,1,0
17305,100,2,34,4.62,1,163
17308,41,10,1,0.12,1,0
17310,40,1,9,1.1,1,25
17311,100,2,3,0.69,2,2
17312,63,4,1,0.13,1,0
17313,22,5,7,0.77,1,0
17314,40,3,21,3.03,1,360
17315,19,1,2,0.23,1,9
17316,18,4,1,0.11,2,0
17317,35,2,18,2.61,1,134
17318,20,1,5,1.03,1,65
17319,29,1,21,2.32,1,0
17320,59,3,16,2.12,3,336
17321,28,3,4,0.46,1,0
17322,37,2,2,0.24,1,0
17324,59,2,14,2.05,1,6
17325,27,4,2,0.3,1,15
17326,79,2,1,0.12,1,0
17329,25,1,27,2.95,1,32
17330,40,10,1,0.12,1,0
17331,70,3,6,0.7,1,251
17333,25,4,2,0.22,1,159
17334,15,1,14,1.81,1,350
17335,35,1,14,3.11,1,10
17337,150,3,39,4.45,1,290
17338,30,2,16,2.79,1,116
17339,120,5,6,0.7,3,0
17340,42,3,1,0.17,1,0
17341,20,2,5,0.56,1,0
17342,30,5,1,0.23,1,0
17344,70,5,1,0.12,5,0
17345,30,2,3,0.36,2,0
17346,80,4,40,4.4,2,142
17348,27,3,1,0.21,1,0
17349,39,1,40,4.55,1,359
17350,40,7,12,1.46,1,0
17351,100,3,2,0.23,1,0
17355,15,20,1,0.11,1,0
17356,120,2,19,2.17,12,306
17357,40,1,7,1.11,1,355
17359,36,1,4,0.49,1,4
17360,89,28,5,0.58,1,151
17361,35,4,20,2.22,1,42
17362,48,6,3,0.33,1,0
17363,35,3,3,0.33,1,30
17364,50,5,3,0.34,1,0
17366,24,1,12,1.31,1,0
17367,27,2,1,0.14,1,0
17368,40,7,1,0.21,1,0
17369,29,2,10,1.24,1,226
17371,29,5,7,0.89,1,0
17372,20,1,12,1.37,1,98
17373,120,3,9,1.06,1,11
17374,100,2,7,1.17,1,0
17375,18,3,7,0.95,4,349
17376,35,3,8,1.13,1,8
17377,20,4,4,0.46,1,0
17379,38,7,6,0.77,2,15
17380,35,2,21,2.74,1,0
17381,25,2,1,0.11,1,190
17382,25,3,19,2.31,2,83
17383,75,1,24,3.08,1,171
17384,18,5,2,0.25,1,0
17385,26,2,2,0.27,1,0
17386,30,2,3,0.33,1,0
17387,60,3,34,4.4,2,334
17389,59,2,15,2.05,1,75
17390,20,1,15,2.17,1,79
17391,35,2,2,0.22,2,87
17393,25,1,10,1.17,1,0
17394,23,3,21,2.49,4,25
17395,22,60,5,0.57,1,0
17396,70,3,2,0.22,3,0
17397,70,1,13,1.59,1,220
17399,12,1,34,3.79,2,267
17400,75,4,1,0.12,1,0
17403,59,3,10,1.36,1,340
17404,65,3,2,0.23,1,0
17405,30,5,6,0.69,1,3
17406,80,1,1,0.11,1,0
17407,25,1,6,0.74,1,0
17408,50,3,5,0.61,1,6
17410,18,2,1,0.11,1,0
17411,70,1,16,1.93,1,64
17412,80,3,7,0.88,1,17
17413,25,1,3,0.34,1,0
17414,27,1,18,2.55,1,89
17415,50,30,1,0.26,1,320
17416,40,1,4,0.45,4,66
17419,30,2,4,0.46,1,13
17420,39,3,2,0.22,1,0
17421,60,2,9,1.19,1,0
17422,70,1,2,0.23,1,274
17423,183,5,16,2.49,2,0
17424,65,90,9,1.07,1,229
17425,32,4,4,0.46,2,0
17426,30,1,2,0.25,1,0
17427,15,3,3,0.36,1,0
17429,98,3,2,0.23,2,0
17430,40,2,3,0.34,1,0
17431,50,5,1,0.11,1,0
17432,45,10,2,0.47,1,0
17433,23,10,1,0.13,1,0
17434,47,2,1,0.11,1,0
17435,89,3,21,2.58,1,4
17436,19,4,7,0.79,2,0
17437,21,25,1,0.13,1,341
17439,26,1,17,1.93,1,352
17440,29,2,1,0.14,1,0
17441,38,2,30,3.53,1,75
17442,130,3,15,1.97,2,249
17443,50,3,1,0.16,1,304
17445,150,3,4,0.48,1,0
17446,30,3,35,3.95,1,107
17448,15,1,1,0.11,1,0
17450,60,4,1,0.12,2,0
17451,50,2,1,0.12,1,0
17456,19,2,23,2.63,2,2
17457,49,2,32,3.64,1,71
17458,29,2,3,0.33,1,0
17459,405,28,1,0.15,16,0
17461,160,2,2,2.0,1,29
17462,95,3,5,0.7,1,1
17463,79,3,6,1.19,1,42
17464,234,3,3,0.37,16,0
17465,59,2,3,0.41,1,0
17466,25,2,2,0.23,1,0
17467,25,2,1,0.13,2,0
17468,25,4,2,0.24,2,0
17469,43,3,5,0.68,1,352
17470,90,14,1,0.83,1,0
17472,49,7,2,0.3,1,0
17473,20,5,15,2.25,1,30
17475,17,1,4,0.45,1,0
17476,30,1,6,0.69,2,0
17478,40,1,7,1.17,1,0
17480,69,2,20,2.48,1,101
17481,30,1,3,0.42,1,310
17482,30,2,12,1.53,1,0
17483,47,4,22,3.04,1,0
17484,120,5,1,0.11,2,29
17485,120,3,2,0.39,2,0
17486,39,5,4,0.47,1,28
17487,65,5,4,0.46,1,0
17489,75,1,8,1.02,4,66
17490,70,2,2,0.56,1,0
17491,25,1,32,3.74,1,0
17492,70,3,7,0.82,1,17
17493,25,6,3,0.37,1,0
17494,70,3,13,1.75,1,15
17495,34,2,9,1.03,2,0
17496,45,3,1,0.59,2,10
17498,20,1,1,0.12,1,0
17499,30,3,4,0.46,1,0
17500,40,5,3,0.35,1,0
17501,40,2,5,0.65,1,98
17503,33,2,3,0.34,1,172
17504,100,3,11,1.98,1,184
17505,25,4,9,1.1,1,57
17507,120,10,1,0.27,1,215
17508,38,7,5,0.58,2,0
17509,32,2,7,0.88,1,7
17510,50,3,9,1.3,1,0
17511,70,7,5,0.77,1,176
17513,38,14,1,0.27,1,0
17514,59,2,15,1.76,1,0
17515,55,2,8,0.92,1,0
17516,69,3,26,3.21,1,57
17517,56,92,1,0.23,1,283
17519,22,4,6,0.8,2,0
17520,10,1,3,0.34,1,0
17521,60,1,2,0.31,1,0
17522,160,1,18,2.22,1,351
17523,68,1,17,2.62,1,36
17524,25,2,3,0.34,1,0
17526,32,3,2,0.23,2,0
17528,39,7,1,0.12,1,0
17529,30,2,2,0.32,1,164
17530,50,2,2,0.22,1,0
17531,249,2,22,3.42,1,337
17532,25,4,5,0.6,1,0
17534,65,1,8,0.99,1,0
17535,30,5,2,0.27,1,0
17536,17,3,7,0.79,1,0
17538,69,2,21,2.45,6,31
17540,28,4,10,1.27,1,0
17541,58,5,5,0.64,1,5
17542,90,2,3,0.61,1,0
17543,25,3,17,2.48,1,140
17544,30,1,5,1.32,1,0
17545,50,2,1,0.12,1,0
17547,33,7,13,2.04,3,100
17548,20,2,1,0.12,1,0
17550,65,2,8,1.09,1,190
17551,64,3,40,4.58,5,145
17552,19,1,2,0.25,1,4
17553,14,5,1,0.12,1,0
17554,75,2,7,0.8,6,64
17555,25,5,1,0.13,1,0
17556,24,2,28,3.24,1,145
17557,20,1,3,0.36,1,0
17558,20,7,1,0.13,1,0
17559,30,3,2,0.24,2,0
17560,20,5,11,1.29,2,0
17561,40,3,2,0.25,1,279
17562,35,2,9,1.02,1,252
17564,55,2,10,1.24,1,51
17566,29,14,8,0.93,1,79
17567,59,2,8,2.93,1,0
17568,48,3,13,1.71,1,0
17569,24,2,23,2.65,1,73
17571,69,3,28,3.27,1,15
17572,200,1,37,4.55,4,336
17573,28,2,41,4.73,2,12
17574,40,2,14,1.72,1,35
17575,20,3,3,0.41,1,0
17576,35,1,10,1.14,1,0
17577,20,1,4,0.46,1,0
17578,88,2,24,3.16,1,65
17579,26,45,1,0.12,1,306
17580,29,14,1,0.77,1,0
17581,19,2,8,1.19,1,15
17582,505,3,8,1.36,16,55
17583,30,2,6,0.74,1,66
17586,55,3,18,2.22,1,0
17588,49,2,2,0.29,1,119
17589,48,2,7,1.07,1,87
17590,30,5,2,0.24,1,0
17591,18,3,8,1.03,1,6
17593,36,6,21,2.9,1,15
17594,20,4,1,0.12,1,0
17595,55,3,20,2.37,1,8
17596,60,4,2,0.25,1,0
17597,120,62,5,0.82,3,265
17600,268,2,5,2.46,1,172
17602,38,5,5,0.68,1,71
17603,18,3,4,0.47,1,0
17605,29,2,23,2.66,1,152
17606,29,3,6,1.07,1,88
17607,58,1,14,1.91,1,0
17608,50,1,7,0.84,1,0
17609,40,2,9,1.11,1,47
17611,70,4,6,0.69,1,0
17613,80,2,6,0.7,1,273
17614,49,1,4,0.53,1,0
17615,30,2,19,2.26,1,152
17616,69,2,9,1.12,1,3
17617,125,3,3,0.41,1,22
17618,90,3,29,3.39,1,69
17619,80,7,6,0.77,1,0
17620,18,3,19,2.28,4,7
17621,45,1,10,1.18,1,0
17622,25,2,38,4.35,2,14
17623,23,1,1,0.13,1,0
17624,150,7,1,0.24,1,0
17625,14,7,1,0.12,1,0
17626,55,3,4,0.63,1,33
17627,16,2,5,0.61,1,0
17628,45,1,23,4.37,2,131
17630,64,2,7,0.95,2,310
17631,19,6,14,2.1,1,21
17632,75,2,3,0.36,7,0
17634,150,5,1,0.14,1,0
17635,24,1,8,0.96,2,31
17636,18,20,1,0.11,1,0
17638,60,2,5,0.6,1,0
17639,37,2,1,0.12,1,0
17640,40,2,14,1.87,1,0
17641,86,4,25,3.11,4,140
17642,45,1,3,0.35,1,0
17643,42,2,15,1.76,1,9
17644,107,3,1,0.12,2,0
17645,40,1,12,2.5,1,17
17646,188,3,5,0.68,1,80
17647,18,1,6,0.71,1,0
17648,27,3,11,1.64,1,159
17649,20,3,6,0.72,1,0
17650,42,4,2,0.28,1,0
17651,199,1,6,0.74,3,338
17652,35,3,3,0.35,1,0
17653,75,2,4,0.49,1,0
17654,40,1,10,2.19,1,0
17655,95,14,3,0.73,1,168
17656,20,4,4,0.47,1,0
17658,60,90,1,0.13,1,88
17659,27,1,17,1.97,1,0
17660,45,1,38,4.75,2,173
17662,25,1,11,1.27,1,0
17663,40,2,9,1.09,1,0
17664,25,4,7,0.83,1,0
17665,36,30,2,0.37,17,319
17666,80,2,10,1.3,1,100
17667,54,2,7,0.94,1,0
17668,30,3,3,0.37,1,0
17671,10,1,1,0.13,1,0
17672,35,1,3,0.34,1,0
17674,40,2,5,1.18,1,0
17675,36,2,3,0.36,1,0
17676,80,2,6,0.84,1,57
17677,250,61,1,0.22,17,364
17678,43,15,1,0.12,1,128
17679,50,30,14,1.68,1,32
17680,40,2,4,0.5,1,0
17681,22,1,1,0.14,1,0
17683,31,2,12,1.48,1,238
17685,50,1,8,1.33,1,0
17686,39,1,1,0.12,3,0
17687,35,2,23,4.39,1,5
17688,75,60,1,0.57,1,101
17689,39,2,11,1.3,1,0
17690,45,2,7,0.85,1,0
17691,120,1,5,1.58,1,0
17692,70,60,3,0.37,1,27
17693,35,3,8,0.95,2,36
17694,60,40,1,0.33,1,64
17695,69,2,8,1.09,1,3
17696,25,1,30,3.67,1,42
17697,29,3,1,0.14,1,0
17698,85,2,26,3.13,1,0
17699,50,6,1,0.14,1,0
17701,140,2,11,1.36,1,345
17702,30,4,9,1.15,1,0
17703,35,1,1,0.12,1,0
17704,15,1,34,3.97,1,3
17705,38,2,5,0.99,1,0
17706,75,2,38,4.58,1,41
17707,26,2,5,0.6,1,0
17708,25,2,9,1.33,2,1
17709,20,2,2,0.23,2,1
17710,50,1,1,0.12,1,0
17711,53,7,5,0.6,2,0
17712,34,4,10,1.46,1,314
17713,20,2,1,0.12,1,0
17714,40,4,21,2.44,1,0
17719,45,2,6,0.73,1,0
17720,19,1,1,0.12,1,0
17722,40,7,1,0.12,1,0
17723,35,3,3,1.8,1,6
17724,39,4,5,0.63,1,0
17725,112,1,1,0.14,1,207
17726,50,7,2,0.24,1,0
17728,35,2,11,1.32,1,325
17729,95,1,1,0.13,1,279
17731,50,2,1,1.0,1,5
17732,21,1,11,1.35,1,123
17734,40,3,22,2.82,2,16
17735,75,1,16,1.97,1,124
17736,42,2,3,0.6,1,1
17739,55,4,18,2.25,1,351
17740,99,2,7,0.85,1,6
17741,32,25,1,0.56,19,363
17742,30,5,3,0.52,1,0
17743,37,25,1,1.0,19,333
17745,150,4,1,0.13,1,4
17747,25,2,5,1.47,1,14
17748,35,1,1,0.12,1,29
17749,62,2,20,2.42,1,2
17750,60,2,11,1.43,2,4
17752,20,2,7,0.9,1,0
17753,41,7,7,0.87,1,11
17755,170,5,1,0.14,1,0
17756,45,3,9,1.15,2,23
17757,18,4,6,0.73,1,0
17758,100,2,5,0.69,1,352
17759,30,3,5,0.59,1,0
17760,45,3,6,0.72,1,67
17762,20,2,20,3.02,1,11
17764,25,10,1,0.32,1,0
17765,16,2,13,1.6,1,0
17767,25,14,2,0.24,1,0
17768,199,1,21,2.66,3,321
17769,120,3,1,0.28,1,0
17770,32,5,13,1.76,1,34
17771,35,4,7,1.74,1,5
17772,69,2,22,2.69,1,0
17773,20,4,1,0.12,1,5
17774,80,4,4,1.62,1,0
17776,34,2,2,0.25,1,4
17777,35,3,16,1.92,1,125
17778,180,3,37,4.59,1,280
17779,15,2,18,2.28,1,0
17780,18,1,2,0.43,1,0
17781,13,1,2,0.24,1,0
17782,145,4,10,1.32,1,8
17783,35,2,14,1.72,1,17
17784,35,1,1,0.12,2,279
17785,25,1,32,3.97,1,80
17786,50,2,27,3.67,12,351
17787,50,2,39,4.74,6,156
17788,19,1,38,5.0,2,61
17789,75,2,2,0.32,2,340
17790,45,2,32,4.27,1,206
17791,18,3,3,0.41,1,0
17792,32,2,4,0.51,1,191
17793,60,2,1,1.0,2,348
17794,69,2,4,1.13,2,8
17795,30,3,2,0.24,1,0
17796,80,1,14,2.2,1,90
17797,14,4,2,0.24,1,0
17798,16,3,1,0.13,1,0
17800,30,2,3,0.38,1,0
17801,35,4,3,0.41,1,0
17802,89,2,9,1.1,2,60
17803,35,2,28,3.46,1,60
17804,75,1,1,0.12,1,0
17805,20,10,1,0.65,1,0
17806,224,5,33,3.93,2,125
17807,100,1,12,1.95,1,125
17808,80,1,2,0.28,1,89
17809,304,3,2,1.15,16,36
17810,96,2,17,2.26,1,0
17812,70,61,2,0.39,4,59
17813,45,2,6,0.75,1,0
17815,30,2,2,0.25,1,0
17816,20,3,6,0.77,1,0
17817,49,2,2,0.25,1,0
17818,27,2,9,1.27,1,0
17819,50,1,6,0.83,1,0
17820,30,2,4,0.61,2,259
17821,22,20,1,0.14,1,0
17822,49,4,5,0.67,1,0
17823,75,1,3,2.2,1,83
17825,19,1,31,3.96,2,78
17826,29,2,2,0.24,1,0
17829,30,7,7,0.85,1,0
17830,27,1,2,0.24,1,0
17831,45,3,10,1.26,1,30
17832,37,3,10,1.69,3,0
17833,100,2,34,4.2,1,191
17834,60,29,9,1.23,1,57
17835,33,2,1,0.14,1,35
17837,69,4,6,0.9,2,0
17838,49,4,11,1.65,1,15
17839,28,7,3,0.37,2,0
17841,80,2,1,0.61,2,59
17842,75,22,1,0.16,1,310
17843,45,1,22,3.38,1,76
17844,110,3,3,0.47,1,0
17845,27,1,7,0.85,1,0
17846,21,7,1,0.13,1,0
17847,63,60,13,1.69,1,301
17848,20,3,13,1.64,1,8
17849,48,2,10,1.2,1,29
17850,70,2,15,2.07,1,51
17853,42,3,5,0.77,2,0
17855,25,2,8,1.56,1,0
17856,69,3,1,0.14,1,0
17857,40,14,1,0.12,1,0
17859,90,3,21,4.01,2,68
17860,50,2,8,1.05,2,0
17861,47,2,15,2.04,1,86
17862,38,16,3,0.36,1,0
17863,35,2,9,1.12,1,0
17864,28,2,13,2.38,1,149
17865,19,2,2,0.27,1,0
17866,40,3,17,2.18,1,1
17867,29,4,11,1.34,1,15
17868,50,4,3,0.37,1,0
17869,50,2,5,1.72,1,88
17870,85,2,4,0.54,1,27
17872,45,2,3,0.38,1,35
17873,65,2,1,0.75,1,0
17874,50,3,23,2.84,1,189
17875,89,2,30,3.69,2,60
17876,30,3,4,0.68,1,29
17877,25,1,1,0.13,1,0
17878,39,2,5,0.61,1,0
17879,22,2,5,0.64,1,4
17882,20,3,2,0.25,1,0
17883,27,4,1,0.14,1,0
17884,59,2,2,0.41,17,365
17885,39,2,2,0.25,3,5
17887,35,2,1,0.13,3,0
17888,100,3,14,2.04,1,255
17889,19,2,6,0.82,2,232
17890,55,1,16,1.94,1,25
17891,100,2,1,0.12,1,90
17892,50,1,2,0.44,1,0
17894,110,1,2,0.26,1,0
17895,39,3,3,0.66,7,0
17896,45,3,5,0.68,1,75
17897,35,4,6,0.87,4,5
17898,18,3,4,0.5,1,0
17899,22,2,1,0.12,2,0
17902,33,3,9,1.14,1,0
17903,129,1,9,1.26,1,339
17904,26,1,4,0.5,1,0
17905,22,1,2,0.25,1,0
17906,55,1,33,4.04,1,44
17907,43,3,5,0.64,1,1
17908,84,2,1,0.12,1,305
17909,50,2,1,0.13,1,0
17910,53,3,3,0.36,1,0
17911,59,5,11,1.36,1,0
17912,45,6,17,2.17,1,260
17913,40,1,9,1.18,1,349
17914,29,1,34,4.21,1,98
17915,135,5,1,0.18,2,0
17916,25,5,1,0.14,1,0
17917,33,7,1,0.14,1,0
17919,42,3,11,1.45,3,0
17920,90,2,8,1.09,1,2
17921,38,2,2,0.59,1,123
17923,22,3,15,2.23,1,137
17924,70,3,7,1.24,1,184
17926,120,3,1,0.6,2,21
17927,190,2,10,1.36,2,350
17928,44,1,32,3.95,3,81
17929,31,4,2,0.86,1,5
17930,80,4,4,0.53,1,0
17931,20,3,2,0.26,1,0
17933,15,14,2,0.26,1,4
17934,110,2,7,1.14,1,48
17935,27,3,27,3.68,1,54
17936,35,2,7,0.93,1,0
17937,30,1,5,0.73,1,4
17938,80,2,12,1.63,1,316
17939,25,1,16,2.54,1,242
17940,55,2,4,0.7,1,180
17943,199,1,28,3.54,4,60
17944,39,1,11,1.4,2,250
17946,30,2,9,1.15,1,86
17947,19,1,3,0.37,1,0
17948,22,5,1,0.14,3,0
17949,27,5,3,0.39,1,0
17951,20,14,2,0.61,1,0
17953,42,21,1,0.14,1,0
17955,59,2,6,0.87,1,0
17956,80,2,1,0.15,1,3
17957,20,7,4,0.5,3,0
17958,20,3,1,0.14,2,0
17959,20,1,7,1.13,1,60
17960,53,2,21,2.78,4,171
17961,49,2,21,2.86,1,41
17962,24,4,8,1.3,2,102
17963,32,3,9,1.19,1,1
17967,45,1,24,3.89,1,28
17968,75,2,6,0.82,1,12
17969,27,1,4,0.51,2,309
17970,49,1,3,0.41,1,0
17971,35,1,9,2.05,1,0
17972,95,2,7,1.23,1,145
17973,32,4,2,0.26,2,166
17974,70,3,2,0.58,2,246
17976,20,2,7,0.9,1,0
17977,69,2,3,0.57,1,0
17978,25,1,25,3.13,1,1
17979,50,2,10,1.61,1,82
17980,21,2,1,0.12,1,0
17982,55,2,3,0.38,1,0
17984,55,3,3,0.39,5,339
17985,13,7,1,0.12,1,0
17986,109,1,2,1.13,5,361
17987,36,21,1,0.14,1,0
17988,45,2,14,1.79,1,38
17989,30,1,4,0.5,1,0
17990,50,21,1,0.12,1,0
17991,90,2,3,0.53,1,0
17992,48,1,5,0.65,5,0
17993,29,2,3,0.41,1,0
17994,60,2,2,0.33,1,35
17996,30,2,1,0.75,1,250
17997,14,7,1,0.13,1,0
17998,20,2,4,0.51,1,0
17999,40,1,2,0.27,2,0
18000,29,3,12,1.54,1,63
18003,40,3,9,1.19,1,5
18004,25,3,3,0.39,1,35
18005,85,4,2,0.27,1,0
18007,15,2,25,3.38,1,27
18008,50,2,7,1.04,1,4
18009,30,5,3,0.38,1,1
18010,30,5,2,0.28,1,11
18011,160,2,12,1.74,1,350
18012,49,2,5,0.74,1,0
18013,41,2,24,3.87,2,48
18015,50,1,30,4.04,1,0
18016,53,2,31,4.19,1,15
18017,15,7,1,0.43,1,0
18018,150,3,2,0.31,1,66
18019,60,1,15,3.66,1,359
18020,50,2,4,0.5,1,0
18021,39,14,1,0.14,2,66
18022,35,3,1,0.75,1,34
18023,20,3,2,0.26,1,0
18024,30,1,1,0.14,1,19
18025,55,3,16,3.31,1,0
18026,30,3,1,0.13,1,0
18027,50,2,2,0.26,1,0
18028,44,2,29,3.87,1,243
18029,39,1,1,0.13,1,0
18030,30,5,6,0.78,1,0
18031,44,1,2,0.26,1,0
18032,22,1,4,1.41,2,0
18033,25,1,4,0.54,2,0
18034,20,5,1,0.13,2,0
18035,30,1,6,0.9,1,0
18036,60,1,5,0.64,2,35
18038,30,1,3,0.41,1,58
18039,43,30,8,1.0,1,279
18040,15,1,2,0.26,1,0
18041,23,2,2,0.26,1,0
18042,40,3,10,1.27,2,0
18044,35,5,1,0.14,2,0
18045,30,4,10,1.35,1,26
18046,79,2,4,0.7,1,42
18047,21,2,11,1.41,2,0
18048,70,2,11,1.48,1,35
18049,35,2,2,0.55,1,123
18050,47,2,23,3.33,4,87
18051,55,7,5,0.71,1,0
18052,45,4,1,0.13,1,0
18053,65,2,19,2.5,1,1
18054,20,7,1,0.14,1,0
18055,50,2,1,0.14,1,0
18056,40,7,1,0.18,1,0
18057,55,1,1,0.45,1,84
18058,34,2,17,2.24,4,85
18060,33,14,4,0.5,1,0
18062,130,90,1,0.43,2,311
18063,25,31,1,0.49,1,84
18064,40,3,17,2.5,1,147
18065,55,62,1,0.17,8,329
18066,65,2,4,0.6,1,0
18067,21,10,19,2.94,1,251
18068,80,2,15,2.33,1,170
18069,40,1,8,2.2,2,0
18070,40,30,2,0.66,1,156
18071,30,3,13,2.18,1,8
18072,30,2,2,0.29,1,0
18074,20,1,7,0.95,1,0
18075,32,5,2,0.37,1,276
18076,45,2,10,1.46,1,42
18077,42,7,2,0.27,1,0
18078,24,2,1,0.17,1,69
18079,65,2,2,0.27,1,0
18080,35,2,28,3.54,1,2
18081,40,1,1,1.0,1,0
18083,30,4,5,0.95,1,124
18084,90,1,6,0.82,1,0
18085,25,7,5,0.67,1,0
18086,90,2,1,0.5,1,0
18088,40,2,3,0.41,1,0
18089,119,3,9,1.19,1,233
18091,32,1,10,1.29,1,0
18092,20,5,1,0.13,1,0
18093,460,3,3,0.94,4,347
18095,300,2,12,2.81,4,362
18097,35,1,7,1.11,1,137
18098,50,2,2,0.32,8,279
18099,39,25,1,0.77,19,341
18100,60,2,16,2.17,1,129
18101,59,1,2,0.26,1,0
18102,45,2,38,4.85,1,312
18103,40,5,1,0.13,1,2
18104,72,2,11,1.67,17,353
18105,24,7,1,0.14,1,0
18106,25,3,1,0.14,1,0
18107,99,3,6,0.96,1,0
18108,40,2,9,1.39,1,157
18109,15,4,4,0.55,1,0
18110,45,2,4,0.54,1,0
18111,109,5,5,0.71,1,102
18112,75,3,5,1.81,1,0
18114,110,3,5,0.68,1,0
18115,60,2,8,1.51,1,85
18116,25,3,9,1.27,2,21
18117,75,14,2,0.32,1,0
18119,65,2,14,2.19,1,0
18120,75,4,19,2.6,2,115
18121,70,18,1,0.17,1,296
18123,30,2,12,2.07,1,83
18124,49,3,5,0.66,1,0
18125,300,1,5,0.87,1,285
18126,120,3,34,4.7,1,35
18127,45,3,1,0.14,2,0
18128,70,3,2,0.26,1,0
18129,24,2,3,0.4,1,0
18130,70,4,10,1.44,1,31
18131,36,5,3,0.41,1,0
18133,42,3,3,0.42,1,0
18134,17,4,8,1.06,1,0
18137,35,30,1,0.31,19,332
18138,30,3,1,0.13,1,0
18139,35,2,5,0.67,1,0
18140,18,5,4,0.55,4,247
18141,100,2,2,0.34,1,0
18142,30,2,12,1.55,1,171
18143,22,3,31,4.12,1,96
18144,170,2,6,0.82,2,0
18145,29,2,7,1.03,1,0
18146,50,2,11,2.14,1,35
18147,50,4,5,0.68,1,0
18148,130,3,21,3.37,1,73
18149,59,4,1,0.13,1,0
18150,30,4,3,0.55,1,310
18151,32,1,4,0.52,2,251
