,room_type
3564,1
3565,0
3567,0
3568,0
3569,0
3570,1
3571,1
3572,0
3573,1
3574,0
3575,1
3576,1
3577,0
3581,0
3582,0
3583,0
3585,0
3587,0
3589,1
3590,0
3592,1
3593,1
3595,1
3596,0
3597,0
3599,1
3600,0
3601,1
3604,0
3606,0
3607,1
3608,0
3610,0
3612,0
3613,1
3614,0
3615,1
3616,0
3617,1
3618,0
3619,1
3621,1
3622,0
3623,1
3624,0
3625,0
3626,1
3629,1
3630,1
3631,0
3632,1
3633,1
3634,0
3636,1
3637,1
3638,0
3639,1
3640,1
3641,0
3643,1
3645,1
3646,0
3647,1
3648,1
3649,1
3650,0
3652,1
3653,1
3654,0
3656,1
3657,1
3658,0
3660,1
3661,0
3662,0
3664,1
3665,1
3666,1
3667,1
3669,0
3670,1
3672,0
3673,1
3675,0
3676,0
3678,0
3679,1
3680,0
3682,0
3683,1
3684,1
3686,1
3687,0
3689,1
3691,0
3692,1
3693,0
3695,1
3696,1
3697,0
3698,1
3699,1
3700,1
3701,0
3704,0
3707,1
3708,1
3709,0
3710,1
3711,1
3712,1
3713,0
3714,0
3715,1
3716,0
3717,0
3718,0
3719,1
3722,1
3724,1
3725,0
3727,0
3728,0
3729,0
3730,0
3731,1
3732,0
3733,0
3735,0
3736,1
3738,1
3739,1
3740,0
3744,1
3745,0
3746,0
3747,0
3748,0
3749,1
3750,0
3751,1
3752,1
3754,0
3756,1
3757,0
3759,1
3760,1
3762,1
3763,0
3764,1
3765,0
3766,1
3767,1
3768,0
3769,0
3770,0
3772,0
3773,0
3775,1
3777,0
3778,1
3779,1
3780,0
3782,1
3783,0
3784,1
3785,0
3787,1
3788,0
3789,0
3790,0
3791,0
3792,0
3794,1
3798,0
3799,1
3801,1
3802,1
3803,1
3804,1
3805,1
3806,1
3807,1
3808,1
3809,0
3810,1
3811,0
3812,1
3814,0
3815,1
3816,1
3817,1
3819,1
3820,1
3821,0
3822,1
3824,0
3825,1
3826,1
3827,1
3828,0
3830,1
3831,1
3835,1
3837,0
3838,0
3839,1
3840,0
3841,1
3842,0
3843,0
3845,1
3846,1
3847,1
3849,1
3850,1
3851,1
3853,0
3854,0
3855,1
3856,0
3857,1
3859,0
3860,1
3862,1
3865,0
3867,1
3868,1
3870,1
3871,0
3873,0
3875,0
3877,0
3879,0
3880,0
3881,0
3882,0
3884,0
3885,1
3886,0
3887,1
3888,1
3889,1
3890,0
3891,1
3892,1
3893,0
3894,0
3895,0
3896,1
3898,0
3899,1
3900,1
3901,1
3903,0
3905,0
3906,0
3907,0
3908,1
3909,1
3910,0
3914,0
3915,0
3916,1
3917,0
3918,0
3919,1
3920,0
3921,1
3922,2
3924,2
3925,1
3926,2
3927,2
3929,2
3931,1
3932,0
3934,2
3936,0
3938,2
3940,2
3941,0
3942,2
3945,0
3947,1
3948,1
3949,0
3950,1
3951,1
3952,1
3953,1
3954,0
3955,0
3956,0
3957,0
3958,1
3959,1
3960,0
3961,0
3962,1
3963,1
3964,1
3965,1
3966,0
3967,0
3968,0
3969,1
3970,1
3971,1
3972,1
3973,1
3974,1
3975,1
3976,0
3977,0
3978,0
3979,0
3980,0
3981,1
3982,0
3984,0
3986,0
3987,0
3988,1
3989,0
3990,0
3991,0
3992,0
3993,0
3994,0
3996,1
3997,0
3999,0
4000,1
4001,1
4002,0
4003,0
4004,1
4005,0
4008,0
4009,1
4010,1
4011,1
4012,1
4016,1
4017,0
4018,0
4019,1
4020,1
4021,0
4024,1
4025,1
4026,0
4027,1
4028,0
4029,0
4030,1
4031,1
4032,1
4033,1
4034,0
4035,1
4036,1
4037,0
4038,1
4039,0
4040,1
4041,0
4042,0
4043,1
4045,1
4046,0
4047,0
4049,1
4050,0
4052,1
4055,1
4056,0
4058,1
4059,1
4061,0
4062,0
4063,0
4064,0
4065,1
4066,1
4067,0
4068,0
4069,0
4070,0
4071,0
4072,1
4074,0
4075,1
4076,1
4077,1
4078,1
4079,1
4080,1
4081,0
4082,0
4084,0
4085,0
4086,1
4087,0
4089,0
4090,0
4091,1
4092,1
4093,1
4094,0
4097,0
4098,1
4099,0
4100,0
4103,0
4106,0
4107,1
4108,1
4109,0
4110,1
4111,0
4112,1
4113,0
4114,1
4115,1
4116,1
4117,1
4118,1
4119,1
4120,0
4121,0
4122,0
4124,0
4125,1
4126,0
4127,0
4128,2
4129,0
4131,1
4132,0
4135,1
4136,0
4137,0
4138,1
4139,0
4141,1
4143,0
4144,0
4145,0
4146,1
4147,0
4148,0
4149,0
4150,0
4151,0
4153,0
4156,0
4157,0
4158,0
4159,0
4160,0
4161,0
4162,0
4163,0
4164,0
4165,0
4166,0
4169,0
4171,0
4176,0
4177,0
4178,0
4179,0
4180,1
4182,1
4183,1
4184,1
4185,1
4186,1
4187,1
4188,0
4189,1
4191,0
4192,0
4193,0
4194,0
4196,1
4197,1
4198,0
4199,0
4200,0
4201,1
4202,0
4203,0
4204,0
4205,1
4206,1
4207,0
4208,0
4210,0
4211,0
4212,0
4215,1
4216,0
4217,0
4218,1
4219,0
4220,1
4222,1
4223,0
4225,0
4226,1
4227,1
4228,2
4229,0
4232,0
4233,1
4234,0
4236,1
4237,1
4238,0
4239,0
4240,1
4241,1
4243,0
4244,0
4245,1
4246,0
4247,1
4248,1
4249,0
4250,0
4251,1
4252,0
4254,0
4255,0
4256,0
4257,0
4259,1
4260,0
4261,0
4262,1
4263,0
4264,1
4265,1
4266,1
4267,1
4268,0
4269,0
4270,1
4271,0
4272,0
4273,0
4275,1
4276,1
4277,0
4278,0
4279,0
4280,1
4282,1
4283,0
4285,1
4286,0
4288,0
4289,1
4290,1
4291,1
4292,1
4295,1
4296,0
4297,0
4298,0
4299,0
4300,1
4301,0
4302,2
4303,2
4304,1
4306,1
4307,0
4308,1
4309,0
4310,0
4311,1
4312,0
4313,1
4314,0
4315,0
4319,0
4320,1
4326,0
4327,1
4329,0
4332,1
4333,0
4334,1
4335,0
4336,1
4337,1
4340,1
4341,0
4343,0
4344,1
4345,1
4346,1
4347,0
4349,1
4350,0
4351,0
4352,1
4353,0
4354,1
4355,1
4357,0
4358,0
4359,0
4361,1
4362,1
4363,0
4364,0
4366,1
4367,0
4368,0
4369,1
4370,1
4371,0
4372,1
4374,0
4375,1
4376,0
4377,0
4378,1
4380,1
4381,0
4382,1
4384,0
4385,1
4386,1
4388,0
4389,0
4390,0
4391,0
4392,1
4393,1
4395,1
4396,0
4398,1
4400,1
4402,1
4403,0
4404,1
4405,1
4406,1
4407,0
4408,1
4410,1
4411,0
4412,1
4413,1
4414,0
4415,1
4416,0
4417,0
4418,1
4419,1
4420,0
4422,1
4423,0
4424,0
4425,0
4426,0
4427,0
4428,1
4430,0
4431,0
4432,1
4433,0
4434,1
4435,1
4436,1
4437,1
4438,1
4439,0
4440,1
4441,0
4442,0
4446,0
4447,1
4448,1
4449,0
4450,1
4451,1
4452,0
4453,1
4454,0
4455,0
4457,2
4458,0
4459,1
4460,1
4461,0
4462,0
4463,1
4464,0
4465,1
4466,1
4467,0
4468,0
4471,0
4472,1
4473,1
4474,1
4475,0
4476,1
4478,1
4479,1
4482,1
4483,0
4484,0
4486,0
4487,0
4488,0
4489,1
4490,1
4491,0
4492,0
4493,1
4494,0
4495,0
4496,0
4497,1
4498,0
4499,0
4500,1
4501,0
4502,1
4503,1
4505,1
4506,0
4507,0
4508,1
4509,0
4511,0
4513,1
4515,0
4516,1
4517,0
4519,0
4520,1
4525,1
4526,0
4527,0
4528,1
4530,0
4531,1
4532,1
4533,0
4534,1
4535,0
4536,1
4537,0
4538,0
4539,0
4541,0
4542,0
4544,0
4545,1
4546,0
4547,0
4548,1
4549,0
4550,0
4552,1
4553,1
4555,0
4556,1
4558,0
4559,0
4560,1
4561,0
4562,1
4563,1
4564,0
4565,0
4566,0
4567,0
4568,0
4570,0
4572,0
4573,1
4574,0
4575,0
4576,0
4577,0
4578,0
4579,0
4580,0
4581,1
4582,0
4583,1
4584,1
4585,0
4587,0
4588,1
4589,1
4590,1
4591,1
4592,1
4593,1
4594,1
4595,1
4596,1
4597,0
4598,1
4599,0
4600,0
4602,0
4603,0
4604,0
4605,1
4606,1
4609,0
4610,0
4611,0
4612,1
4614,0
4615,1
4617,1
4618,1
4619,0
4620,1
4621,1
4622,1
4623,0
4625,0
4626,1
4627,1
4628,1
4631,1
4634,0
4635,0
4639,1
4640,1
4641,1
4642,0
4644,1
4645,1
4646,1
4647,1
4648,1
4649,1
4650,1
4652,1
4653,0
4654,1
4655,0
4656,0
4657,1
4658,1
4659,0
4660,0
4661,1
4662,1
4664,0
4665,1
4666,0
4667,1
4668,1
4669,1
4670,1
4671,1
4672,1
4673,1
4674,0
4675,0
4678,0
4679,0
4680,1
4681,0
4683,1
4684,1
4685,0
4686,1
4687,0
4688,0
4689,0
4690,1
4691,1
4692,0
4693,0
4694,1
4695,0
4697,0
4698,1
4699,1
4701,0
4702,0
4703,1
4704,0
4705,0
4706,0
4707,0
4708,1
4709,0
4710,0
4712,1
4714,0
4715,1
4716,0
4717,1
4718,0
4720,0
4722,0
4724,0
4725,2
4726,0
4727,1
4728,1
4729,0
4730,1
4731,1
4733,1
4734,1
4735,1
4736,1
4737,0
4740,0
4741,1
4742,1
4743,0
4744,1
4745,0
4746,1
4747,1
4748,0
4749,1
4750,1
4751,1
4752,0
4753,0
4754,0
4755,0
4757,0
4758,0
4759,0
4760,1
4761,0
4762,1
4763,1
4764,1
4766,0
4769,1
4770,1
4771,0
4772,1
4773,0
4774,1
4775,0
4776,1
4777,0
4778,0
4779,1
4780,0
4781,1
4782,1
4784,1
4785,1
4788,1
4789,0
4791,0
4792,0
4793,1
4794,0
4795,0
4796,0
4798,1
4799,1
4800,0
4801,0
4802,0
4803,2
4804,1
4805,0
4806,1
4807,0
4809,0
4811,1
4812,1
4813,1
4814,0
4815,0
4817,1
4818,1
4819,0
4820,0
4822,1
4823,0
4824,0
4825,0
4826,0
4827,0
4828,0
4830,1
4832,1
4833,0
4834,0
4836,1
4837,0
4838,0
4839,1
4841,1
4843,0
4845,1
4846,0
4847,0
4849,1
4850,1
4851,0
4852,1
4854,1
4855,1
4856,0
4857,0
4859,0
4860,1
4861,0
4864,1
4866,0
4867,0
4868,1
4869,0
4871,1
4873,0
4874,0
4875,1
4877,0
4878,0
4881,1
4882,1
4883,1
4884,0
4885,1
4886,0
4887,0
4889,0
4890,1
4891,0
4892,1
4893,1
4894,0
4895,1
4896,0
4897,0
4898,1
4900,0
4901,1
4902,0
4903,1
4904,1
4905,0
4909,1
4910,1
4911,0
4913,1
4914,0
4915,0
4917,1
4918,0
4921,0
4923,1
4925,1
4926,0
4927,0
4928,0
4929,1
4930,0
4931,0
4932,0
4933,1
4934,1
4936,0
4937,1
4938,0
4939,1
4941,0
4943,0
4945,0
4946,0
4947,0
4949,1
4950,1
4953,0
4954,1
4955,1
4956,1
4957,1
4958,1
4960,0
4962,1
4963,1
4964,1
4965,1
4967,1
4971,1
4972,0
4973,0
4974,1
4975,0
4976,0
4977,0
4978,0
4979,0
4981,0
4982,0
4983,1
4985,0
4986,1
4987,0
4988,0
4989,1
4991,0
4992,0
4993,1
4994,0
4995,1
4996,1
4997,0
4998,0
4999,1
5000,1
5001,1
5004,1
5005,1
5009,0
5011,0
5013,0
5017,0
5018,1
5019,0
5020,0
5021,1
5022,1
5023,1
5024,1
5025,0
5026,1
5027,1
5028,1
5029,1
5030,1
5031,1
5032,0
5033,1
5035,0
5036,1
5037,0
5039,1
5040,0
5042,0
5043,1
5044,0
5045,1
5046,0
5047,1
5048,0
5049,0
5050,1
5051,1
5053,1
5054,0
5055,0
5057,1
5058,1
5059,0
5060,0
5061,1
5063,1
5066,0
5067,0
5069,1
5070,1
5071,1
5072,0
5073,1
5075,0
5076,0
5077,2
5078,1
5079,0
5081,0
5083,0
5084,0
5085,0
5086,1
5087,0
5088,0
5089,0
5092,0
5093,1
5094,1
5095,1
5096,0
5097,0
5098,1
5099,1
5101,1
5104,0
5105,0
5106,0
5107,0
5108,0
5109,1
5110,0
5112,1
5114,0
5116,1
5117,1
5119,1
5124,1
5125,0
5127,1
5128,1
5129,0
5130,1
5131,0
5132,0
5133,0
5135,1
5137,0
5138,1
5140,1
5141,0
5143,1
5145,0
5147,1
5148,0
5149,1
5150,1
5151,1
5153,0
5154,0
5155,1
5157,0
5158,0
5160,1
5161,0
5162,1
5163,0
5165,1
5166,1
5167,0
5168,0
5169,1
5170,0
5171,1
5172,1
5173,0
5174,0
5176,0
5178,1
5180,1
5182,0
5183,1
5184,0
5185,1
5186,0
5187,0
5188,1
5190,1
5191,1
5193,1
5194,1
5195,0
5196,1
5197,0
5198,1
5199,0
5200,0
5201,0
5203,0
5204,0
5205,0
5206,0
5207,1
5208,0
5209,0
5210,0
5211,0
5212,2
5214,0
5215,1
5216,1
5217,0
5218,1
5219,1
5220,0
5222,0
5223,0
5225,0
5226,1
5227,1
5228,0
5230,1
5232,1
5233,0
5234,0
5236,0
5237,0
5238,1
5240,1
5241,0
5243,1
5244,1
5245,1
5246,1
5248,1
5249,1
5250,1
5251,0
5252,1
5253,1
5254,0
5255,0
5256,0
5257,1
5258,0
5259,1
5261,0
5262,0
5263,0
5264,0
5265,0
5266,1
5267,1
5268,1
5269,1
5270,1
5272,1
5273,1
5274,0
5279,1
5281,1
5283,1
5284,1
5285,0
5286,1
5287,1
5290,1
5291,1
5292,0
5293,1
5294,0
5295,1
5296,1
5297,1
5298,0
5299,1
5300,1
5301,1
5302,0
5303,1
5304,0
5305,1
5306,1
5307,1
5308,0
5309,1
5310,1
5312,0
5313,0
5315,1
5316,1
5317,0
5318,1
5319,0
5320,1
5321,0
5322,0
5323,0
5324,0
5327,1
5328,1
5330,0
5331,0
5332,1
5333,0
5336,1
5337,0
5338,1
5339,0
5341,1
5342,1
5343,1
5344,1
5345,0
5346,0
5348,1
5351,1
5352,1
5353,1
5354,1
5355,1
5356,1
5357,0
5358,0
5359,1
5360,0
5361,0
5363,0
5364,0
5365,1
5366,0
5368,1
5369,1
5370,0
5371,0
5372,1
5373,1
5374,0
5376,1
5377,0
5378,1
5379,0
5380,0
5382,1
5383,1
5384,1
5385,1
5387,0
5388,0
5389,1
5390,1
5394,1
5395,1
5396,1
5398,0
5399,1
5400,1
5403,0
5404,1
5405,1
5406,1
5407,0
5408,0
5410,0
5411,0
5412,0
5413,1
5414,0
5415,1
5416,1
5417,0
5418,0
5419,1
5420,1
5421,0
5423,0
5425,1
5427,1
5428,0
5429,1
5432,1
5434,1
5435,0
5436,0
5437,1
5438,0
5440,1
5441,0
5443,1
5445,1
5446,1
5447,0
5450,1
5451,1
5452,0
5453,0
5456,1
5458,0
5460,1
5464,0
5465,1
5466,1
5467,1
5468,1
5469,1
5470,0
5471,0
5472,1
5473,0
5474,1
5475,1
5476,1
5477,1
5478,0
5479,0
5480,1
5482,1
5483,1
5484,0
5485,1
5487,0
5489,0
5490,0
5492,1
5493,1
5495,0
5496,0
5497,0
5499,1
5500,1
5502,0
5503,0
5504,1
5505,1
5506,0
5507,0
5508,0
5509,0
5510,1
5513,1
5514,1
5515,0
5516,1
5518,0
5519,1
5520,0
5521,1
5523,1
5525,0
5526,0
5527,0
5529,1
5530,0
5532,1
5533,1
5534,0
5535,0
5536,0
5537,1
5538,1
5539,1
5540,0
5542,0
5543,0
5544,1
5546,0
5547,1
5548,1
5550,0
5551,0
5552,0
5553,1
5554,0
5555,0
5556,0
5557,1
5558,0
5559,0
5560,1
5561,1
5562,1
5563,1
5564,0
5565,1
5566,0
5567,1
5568,0
5570,0
5571,1
5572,0
5577,1
5579,0
5580,0
5581,0
5582,1
5583,1
5585,0
5588,0
5589,0
5591,0
5592,0
5593,1
5594,1
5597,0
5598,1
5599,2
5601,0
5603,0
5604,1
5606,0
5607,0
5608,1
5609,1
5610,1
5612,0
5613,0
5614,0
5615,1
5616,1
5617,1
5618,1
5619,1
5620,1
5621,1
5623,1
5624,1
5625,0
5626,1
5627,1
5628,1
5629,0
5630,1
5631,0
5632,0
5633,0
5634,1
5635,1
5637,1
5638,0
5639,1
5640,0
5641,0
5642,1
5643,0
5644,1
5645,0
5646,0
5647,1
5649,0
5652,2
5653,1
5654,1
5656,1
5658,0
5659,1
5662,0
5664,1
5665,1
5666,0
5667,2
5668,0
5669,1
5670,1
5671,1
5672,0
5673,0
5674,0
5675,1
5676,1
5679,1
5680,0
5681,0
5682,1
5683,0
5684,0
5686,0
5687,1
5688,0
5689,1
5690,1
5691,0
5692,1
5693,1
5695,1
5696,0
5698,0
5700,0
5701,0
5702,1
5703,0
5704,0
5707,0
5708,1
5709,1
5710,1
5711,1
5712,0
5713,0
5714,0
5715,0
5716,1
5717,0
5719,0
5720,0
5721,1
5722,0
5723,1
5724,1
5725,0
5726,0
5727,1
5728,0
5729,0
5731,1
5732,0
5733,0
5734,0
5736,0
5737,1
5738,1
5740,1
5743,1
5745,1
5746,0
5747,1
5749,1
5751,1
5752,1
5754,1
5755,1
5757,1
5758,0
5759,1
5761,1
5762,1
5763,0
5764,0
5766,1
5767,1
5768,0
5769,1
5770,1
5771,0
5773,1
5774,1
5775,1
5776,0
5778,1
5781,0
5782,1
5783,1
5784,0
5785,1
5786,0
5787,1
5788,1
5789,1
5790,1
5791,0
5793,0
5794,0
5795,1
5796,1
5797,0
5798,1
5799,1
5800,1
5802,0
5805,1
5806,1
5807,1
5808,1
5810,0
5812,0
5813,0
5814,1
5816,0
5817,0
5818,1
5819,0
5821,0
5822,0
5823,0
5824,0
5825,0
5826,0
5828,0
5829,1
5830,1
5831,1
5834,0
5835,1
5836,1
5837,1
5839,0
5840,1
5841,1
5842,1
5844,0
5845,0
5846,0
5849,0
5850,1
5852,1
5853,1
5854,0
5855,1
5856,1
5858,0
5859,0
5860,0
5861,1
5862,1
5863,0
5864,0
5866,0
5867,0
5868,0
5869,0
5870,0
5871,1
5873,0
5874,1
5875,2
5877,1
5878,1
5879,1
5880,1
5881,0
5882,1
5883,0
5884,0
5885,1
5886,1
5887,0
5888,1
5890,1
5891,0
5892,0
5893,0
5894,1
5895,0
5896,0
5897,1
5898,1
5899,1
5900,0
5901,1
5902,0
5903,0
5904,0
5905,0
5906,1
5907,0
5908,1
5909,1
5912,1
5913,0
5914,1
5916,0
5917,1
5918,1
5922,2
5923,0
5925,1
5926,1
5927,0
5928,0
5929,1
5930,1
5931,1
5932,1
5934,0
5935,0
5936,1
5937,1
5938,1
5939,1
5941,1
5942,0
5943,1
5944,1
5945,0
5946,1
5948,0
5949,1
5950,0
5952,1
5953,0
5955,1
5956,1
5957,0
5958,1
5959,0
5960,0
5961,1
5962,1
5963,1
5964,1
5966,1
5967,1
5968,0
5969,1
5971,1
5972,1
5973,1
5974,0
5975,0
5976,2
5978,0
5979,1
5980,0
5982,1
5983,1
5985,1
5986,0
5989,0
5990,1
5991,0
5992,1
5994,1
5995,0
5996,1
5997,1
5998,1
6000,1
6001,1
6003,0
6004,0
6005,0
6006,1
6007,0
6008,1
6009,1
6010,0
6013,0
6015,0
6016,0
6018,1
6019,1
6020,1
6021,0
6022,1
6023,1
6024,1
6025,0
6026,1
6027,0
6028,0
6030,0
6031,1
6032,0
6033,1
6034,1
6035,0
6036,0
6037,1
6038,1
6039,0
6041,1
6042,0
6044,1
6047,1
6048,0
6049,1
6050,1
6051,0
6053,1
6054,0
6055,1
6056,0
6057,0
6060,1
6061,0
6062,1
6063,1
6064,1
6065,1
6066,0
6067,1
6069,0
6070,1
6073,0
6075,0
6076,0
6077,0
6078,1
6081,0
6083,0
6084,0
6085,0
6086,1
6088,0
6089,0
6090,1
6092,0
6094,0
6095,0
6098,0
6099,0
6100,0
6102,1
6103,1
6104,0
6106,0
6107,0
6108,0
6109,1
6110,1
6111,1
6112,1
6114,1
6115,1
6116,1
6117,0
6118,0
6119,1
6120,1
6121,1
6122,1
6123,0
6125,0
6126,1
6127,1
6128,1
6129,1
6130,0
6131,1
6133,1
6134,1
6136,0
6137,1
6138,1
6139,0
6140,0
6141,0
6142,0
6143,0
6144,0
6145,0
6146,1
6147,1
6149,0
6151,1
6152,1
6153,1
6154,0
6155,0
6157,0
6158,0
6159,1
6160,0
6163,1
6164,0
6165,0
6166,0
6167,1
6168,0
6170,0
6172,1
6173,1
6174,1
6175,0
6177,1
6178,1
6179,0
6180,0
6181,1
6183,0
6184,0
6186,0
6187,1
6188,0
6189,0
6190,0
6192,0
6194,0
6195,1
6196,1
6197,0
6198,0
6199,0
6201,1
6202,1
6206,0
6207,0
6208,0
6209,0
6210,1
6213,0
6214,0
6215,1
6216,1
6217,1
6218,1
6219,1
6220,0
6221,0
6222,0
6224,0
6225,1
6226,0
6227,1
6228,0
6229,1
6230,0
6231,0
6233,0
6234,1
6235,1
6236,0
6237,1
6238,0
6239,1
6240,0
6241,1
6242,0
6243,1
6247,1
6250,0
6251,1
6253,0
6255,0
6257,0
6258,0
6259,1
6262,0
6263,1
6265,0
6267,1
6268,0
6269,0
6270,1
6271,1
6273,1
6274,1
6275,0
6278,0
6279,1
6281,0
6282,0
6283,0
6284,0
6285,1
6286,1
6287,1
6288,1
6289,1
6290,1
6291,1
6293,0
6296,0
6298,0
6299,0
6301,1
6303,0
6304,0
6305,1
6306,1
6307,0
6308,1
6311,0
6312,1
6313,0
6314,0
6315,1
6317,0
6320,0
6321,0
6322,1
6323,0
6324,0
6325,0
6326,0
6328,1
6329,1
6330,1
6331,1
6333,1
6334,1
6335,0
6337,1
6340,1
6342,2
6344,0
6345,1
6347,0
6348,1
6350,0
6351,0
6353,0
6354,1
6355,0
6356,1
6357,1
6358,0
6359,0
6360,1
6361,0
6362,1
6363,1
6364,1
6365,0
6366,0
6367,1
6368,0
6370,0
6371,0
6373,0
6374,0
6375,0
6377,0
6378,0
6379,0
6382,1
6383,0
6385,1
6388,1
6389,1
6390,0
6391,0
6392,1
6394,1
6395,0
6397,0
6399,0
6400,0
6401,1
6402,1
6403,1
6404,0
6406,0
6408,0
6409,0
6411,1
6412,0
6413,1
6414,1
6415,1
6416,0
6418,0
6419,1
6421,1
6423,0
6424,0
6427,1
6428,0
6429,1
6430,0
6432,0
6433,1
6434,0
6435,0
6436,0
6437,1
6439,0
6440,1
6441,1
6442,1
6443,0
6444,0
6445,0
6446,0
6448,0
6449,1
6450,0
6451,1
6452,0
6453,0
6454,0
6455,0
6457,0
6458,0
6460,0
6461,0
6464,0
6465,1
6466,1
6469,0
6470,0
6472,0
6474,0
6476,1
6477,1
6478,1
6479,1
6481,1
6482,0
6483,1
6484,1
6485,1
6486,0
6488,1
6489,1
6491,1
6492,0
6493,1
6494,1
6495,0
6496,0
6497,0
6499,0
6500,1
6502,1
6503,0
6504,1
6506,0
6507,1
6508,0
6509,1
6510,0
6511,0
6512,0
6513,0
6514,0
6515,1
6516,0
6518,0
6519,0
6520,0
6521,1
6523,0
6525,0
6526,0
6527,0
6528,0
6530,1
6531,0
6532,1
6533,0
6534,0
6535,1
6536,0
6537,0
6538,1
6539,0
6541,0
6543,1
6544,0
6546,1
6547,1
6548,0
6549,0
6552,0
6553,1
6554,1
6555,1
6556,1
6558,1
6560,1
6561,1
6562,1
6563,1
6564,1
6565,2
6566,0
6567,1
6568,0
6569,0
6570,0
6571,0
6572,0
6573,0
6574,2
6576,0
6578,2
6580,1
6581,0
6582,1
6584,0
6585,0
6586,0
6589,0
6590,1
6591,0
6592,0
6593,1
6596,0
6597,0
6598,1
6599,1
6600,0
6601,1
6602,1
6604,0
6605,1
6606,1
6607,1
6608,0
6609,0
6610,0
6611,0
6612,0
6614,0
6615,0
6617,1
6620,1
6621,0
6622,0
6623,1
6625,1
6626,0
6627,1
6628,0
6630,1
6631,0
6632,0
6633,0
6634,0
6636,1
6638,0
6639,1
6640,0
6641,0
6642,1
6643,0
6645,0
6646,0
6647,0
6648,0
6649,1
6650,0
6653,1
6654,1
6655,0
6656,0
6657,0
6658,0
6661,1
6663,1
6664,0
6667,1
6668,1
6669,1
6670,0
6671,1
6672,1
6673,0
6674,0
6675,1
6676,1
6681,0
6683,0
6685,1
6686,1
6688,0
6689,0
6690,1
6691,0
6692,0
6693,1
6694,1
6696,0
6699,1
6701,1
6702,1
6704,0
6706,1
6707,1
6711,0
6713,0
6715,0
6717,1
6718,0
6719,0
6720,0
6721,1
6722,0
6723,0
6724,0
6726,1
6729,0
6731,0
6732,1
6733,0
6734,1
6735,1
6736,1
6737,1
6738,0
6739,0
6740,0
6741,0
6742,0
6743,0
6744,1
6746,1
6747,0
6748,1
6749,0
6751,1
6752,1
6753,0
6755,0
6756,0
6757,1
6758,1
6759,1
6760,1
6761,0
6762,0
6763,1
6764,0
6765,1
6767,0
6768,0
6769,0
6771,1
6772,1
6773,0
6774,1
6775,0
6776,1
6778,0
6783,1
6784,0
6785,1
6786,0
6789,1
6790,0
6792,0
6794,0
6795,1
6798,1
6799,1
6800,1
6803,0
6804,1
6805,0
6806,1
6807,1
6808,1
6810,1
6813,0
6814,1
6815,0
6817,1
6818,1
6819,0
6821,1
6823,0
6825,0
6826,0
6827,1
6828,1
6829,0
6830,1
6832,0
6833,0
6834,1
6835,0
6838,1
6839,0
6840,1
6841,1
6842,1
6843,0
6844,2
6845,0
6846,0
6848,0
6849,0
6851,1
6856,0
6857,1
6858,1
6859,1
6861,0
6862,0
6863,0
6864,0
6866,0
6867,2
6868,0
6870,0
6871,0
6873,0
6875,1
6876,0
6877,1
6878,0
6881,0
6882,0
6884,0
6886,0
6887,1
6888,0
6891,0
6892,1
6893,0
6894,1
6895,1
6896,0
6897,1
6899,1
6901,0
6904,0
6905,0
6906,1
6907,1
6908,1
6909,1
6910,0
6911,0
6912,1
6914,0
6915,1
6916,0
6918,1
6919,0
6921,0
6922,0
6923,1
6924,1
6925,1
6927,0
6928,0
6929,0
6930,0
6932,0
6934,0
6936,0
6937,0
6938,0
6939,1
6940,1
6941,0
6942,0
6943,1
6944,0
6945,0
6947,0
6948,1
6950,1
6952,0
6954,0
6955,1
6956,0
6958,0
6959,0
6961,1
6962,0
6963,1
6964,1
6966,0
6967,1
6968,1
6969,0
6970,0
6971,1
6972,0
6975,1
6976,1
6977,0
6978,0
6980,1
6982,1
6986,0
6988,1
6989,0
6991,1
6992,1
6994,1
6996,0
6997,1
6999,0
7000,0
7002,1
7003,0
7004,0
7007,1
7009,0
7010,0
7011,0
7012,1
7013,1
7014,1
7015,1
7016,0
7018,1
7020,0
7022,1
7023,0
7027,1
7032,0
7033,0
7034,0
7035,1
7036,0
7037,0
7038,1
7039,0
7040,0
7041,0
7043,0
7046,0
7047,1
7049,1
7051,1
7052,1
7053,1
7054,1
7056,0
7057,0
7060,1
7061,0
7065,1
7067,0
7068,1
7069,1
7070,1
7071,1
7074,1
7075,1
7077,0
7080,1
7081,1
7085,1
7086,1
7087,0
7089,0
7090,0
7091,1
7092,0
7093,1
7094,0
7095,1
7097,1
7099,0
7100,0
7102,0
7104,0
7105,0
7106,0
7107,1
7108,1
7110,1
7111,1
7113,0
7114,0
7115,0
7117,0
7118,1
7119,0
7120,0
7121,1
7122,1
7123,1
7124,0
7125,1
7126,0
7127,1
7129,0
7130,0
7131,1
7132,0
7133,0
7134,1
7135,1
7137,0
7138,1
7139,1
7140,0
7144,0
7145,0
7146,1
7147,1
7148,0
7150,1
7151,1
7152,1
7153,1
7155,0
7156,0
7157,0
7158,0
7160,1
7161,1
7162,0
7164,0
7165,1
7166,1
7167,1
7168,1
7169,0
7172,0
7173,1
7174,0
7175,1
7176,0
7178,0
7179,0
7180,1
7181,1
7182,1
7183,0
7184,0
7186,0
7187,0
7188,1
7189,0
7190,1
7191,0
7192,0
7193,1
7195,1
7196,1
7197,1
7198,1
7200,1
7202,1
7203,0
7204,1
7205,0
7206,0
7209,1
7212,0
