,room_type
7213,0
7214,2
7215,0
7216,0
7217,0
7218,1
7219,1
7221,0
7222,0
7224,0
7226,0
7227,0
7229,0
7234,2
7235,1
7236,0
7237,1
7238,0
7240,0
7241,2
7242,1
7243,0
7244,1
7247,1
7248,1
7250,0
7251,1
7252,1
7253,0
7254,1
7255,0
7256,0
7257,1
7258,1
7259,1
7260,0
7261,1
7262,0
7263,1
7264,1
7265,0
7266,0
7267,0
7268,1
7270,1
7272,0
7274,1
7275,2
7277,1
7279,0
7280,1
7281,1
7284,1
7285,1
7286,1
7288,0
7290,1
7292,0
7293,0
7295,1
7296,1
7297,0
7298,1
7299,0
7300,1
7301,1
7302,0
7305,1
7306,1
7307,1
7308,0
7309,1
7310,1
7311,0
7312,0
7313,1
7314,1
7315,0
7317,1
7318,0
7319,1
7320,0
7321,1
7322,1
7323,1
7325,1
7326,0
7328,1
7330,1
7332,1
7333,0
7334,1
7336,0
7338,0
7339,1
7340,0
7343,1
7344,0
7345,0
7346,0
7347,0
7348,1
7349,1
7350,1
7351,0
7352,1
7353,1
7355,1
7357,1
7358,1
7360,0
7362,0
7363,0
7365,1
7366,1
7368,0
7369,0
7370,0
7371,1
7373,1
7374,0
7375,1
7376,0
7377,0
7378,0
7379,0
7380,0
7381,2
7382,1
7384,2
7385,1
7386,1
7387,0
7389,0
7391,1
7392,1
7394,1
7395,1
7396,1
7399,0
7400,0
7401,0
7402,0
7403,1
7405,1
7406,1
7407,1
7408,1
7410,1
7411,1
7414,0
7415,1
7416,0
7417,1
7418,1
7419,1
7421,1
7422,1
7423,1
7424,0
7426,1
7427,0
7428,0
7429,1
7430,1
7431,1
7432,1
7434,1
7437,1
7438,0
7439,1
7440,0
7441,1
7442,0
7443,0
7444,0
7445,1
7446,0
7447,0
7448,1
7449,0
7450,1
7452,1
7455,1
7456,0
7457,0
7458,1
7460,0
7461,1
7462,1
7463,0
7464,0
7465,1
7466,1
7467,1
7468,0
7469,1
7470,0
7471,1
7473,1
7474,1
7475,1
7476,0
7477,1
7479,1
7483,0
7484,1
7486,1
7487,1
7489,0
7491,0
7492,0
7493,0
7494,1
7495,0
7496,0
7497,0
7498,1
7499,0
7505,0
7509,1
7510,0
7511,0
7513,0
7514,0
7515,1
7516,0
7517,0
7518,0
7519,0
7521,1
7523,0
7525,1
7526,1
7529,0
7534,0
7535,1
7536,0
7537,1
7542,0
7543,0
7545,1
7546,0
7547,0
7548,1
7549,0
7551,0
7552,1
7553,1
7554,1
7556,0
7557,1
7558,0
7559,1
7560,0
7562,1
7563,1
7564,0
7565,1
7566,1
7569,1
7570,0
7571,1
7573,1
7574,1
7578,1
7581,1
7582,0
7583,0
7585,1
7586,0
7587,0
7588,0
7589,0
7590,0
7592,1
7593,1
7594,0
7595,0
7596,0
7597,0
7598,0
7599,0
7600,1
7601,0
7602,1
7603,0
7605,0
7611,1
7613,0
7614,0
7616,1
7617,1
7618,1
7619,1
7620,1
7621,1
7622,0
7624,1
7625,0
7626,1
7628,1
7630,0
7631,1
7632,0
7633,0
7634,1
7635,1
7636,1
7637,0
7638,0
7639,1
7640,0
7641,1
7642,0
7645,0
7646,1
7647,0
7648,0
7649,0
7650,1
7651,1
7652,1
7653,1
7654,0
7655,0
7657,2
7658,1
7659,0
7660,1
7661,1
7662,0
7663,1
7664,0
7665,0
7666,0
7668,1
7669,0
7670,1
7671,1
7672,0
7673,0
7674,0
7675,0
7676,0
7678,1
7679,0
7681,0
7682,0
7683,0
7688,1
7690,1
7691,0
7692,1
7693,1
7694,1
7695,0
7696,1
7697,1
7698,1
7699,1
7702,1
7703,0
7704,0
7705,1
7706,0
7707,0
7708,1
7709,1
7710,0
7711,1
7712,0
7715,1
7716,0
7717,0
7718,0
7719,0
7720,0
7721,0
7722,0
7723,0
7725,0
7726,1
7727,0
7730,0
7731,1
7732,0
7733,1
7735,0
7736,1
7737,1
7738,0
7740,0
7743,1
7745,0
7746,1
7748,1
7749,1
7750,0
7753,0
7754,0
7757,1
7759,0
7760,1
7761,0
7762,1
7763,0
7764,1
7768,0
7771,1
7772,0
7773,0
7775,1
7776,0
7777,0
7779,1
7780,2
7781,0
7782,1
7783,1
7785,1
7786,0
7787,0
7788,1
7789,0
7790,0
7791,0
7794,0
7796,1
7798,1
7800,1
7801,1
7803,0
7805,0
7806,1
7809,0
7810,1
7811,1
7812,1
7813,1
7814,0
7815,0
7816,0
7817,1
7818,0
7819,1
7821,1
7822,0
7823,0
7824,0
7825,0
7826,1
7827,0
7830,1
7831,0
7832,0
7835,1
7836,1
7837,0
7839,0
7840,0
7842,0
7843,0
7844,0
7845,1
7846,1
7847,0
7848,0
7851,1
7852,1
7854,0
7855,1
7856,1
7857,1
7858,0
7860,0
7861,1
7862,0
7864,0
7865,0
7867,0
7868,0
7869,0
7870,0
7871,0
7872,0
7874,0
7876,0
7878,0
7879,0
7880,1
7882,1
7883,0
7884,0
7886,0
7887,0
7888,1
7889,1
7890,0
7891,0
7892,0
7893,0
7894,0
7895,0
7896,1
7897,0
7898,0
7899,1
7900,1
7901,1
7902,1
7903,0
7904,0
7905,1
7906,1
7907,0
7909,0
7910,0
7911,1
7912,0
7913,0
7914,1
7915,1
7916,0
7917,1
7919,1
7920,0
7921,1
7924,0
7929,1
7930,1
7931,0
7932,0
7933,0
7934,0
7935,0
7937,1
7939,1
7942,0
7943,0
7944,0
7945,0
7946,1
7948,1
7949,1
7950,1
7951,1
7952,1
7953,1
7954,0
7955,0
7956,0
7957,1
7958,0
7959,0
7960,0
7961,0
7962,0
7963,1
7964,1
7966,1
7967,1
7968,0
7970,1
7971,0
7972,1
7973,1
7974,0
7975,2
7976,0
7977,0
7978,0
7979,1
7980,1
7981,0
7982,1
7983,0
7985,0
7987,1
7988,0
7989,1
7990,1
7991,0
7992,0
7993,1
7994,0
7995,0
7996,0
7997,1
7998,0
7999,0
8000,0
8001,1
8003,0
8004,0
8005,0
8006,0
8007,1
8008,0
8009,0
8010,0
8011,1
8012,1
8013,1
8014,1
8015,0
8016,0
8017,1
8019,0
8020,0
8021,0
8022,0
8023,1
8025,1
8027,0
8028,1
8030,1
8031,1
8033,0
8034,0
8036,0
8037,0
8038,1
8039,0
8040,1
8042,0
8043,0
8045,0
8046,1
8048,1
8052,0
8053,0
8054,1
8055,0
8056,0
8057,1
8058,0
8059,0
8060,0
8061,0
8062,0
8063,1
8064,0
8065,1
8066,0
8067,1
8068,1
8069,0
8071,1
8072,0
8073,1
8074,0
8075,0
8076,1
8078,0
8079,1
8080,1
8081,0
8082,1
8084,1
8085,1
8086,0
8088,0
8089,0
8090,1
8091,1
8092,0
8093,0
8094,0
8097,0
8098,1
8099,1
8101,0
8102,1
8104,0
8105,1
8106,0
8107,0
8108,1
8109,0
8110,1
8111,1
8112,1
8113,1
8114,1
8115,1
8116,0
8117,1
8118,1
8119,0
8120,1
8121,1
8122,0
8123,0
8124,2
8126,1
8127,0
8128,1
8130,0
8132,1
8135,0
8136,0
8137,1
8138,1
8139,0
8140,1
8141,0
8142,0
8146,0
8147,0
8148,0
8149,1
8151,1
8152,0
8153,0
8154,0
8155,1
8156,1
8157,1
8158,0
8159,1
8160,0
8161,0
8163,1
8164,1
8165,0
8166,0
8167,1
8168,1
8169,0
8170,0
8171,1
8172,1
8174,1
8175,0
8176,0
8177,1
8180,1
8181,1
8182,0
8183,1
8184,0
8185,0
8186,0
8187,1
8188,1
8189,0
8192,1
8194,1
8195,1
8196,0
8197,0
8199,1
8200,0
8201,1
8202,0
8203,1
8204,0
8206,1
8207,0
8208,0
8209,1
8210,0
8211,0
8212,0
8213,0
8214,0
8215,0
8216,0
8217,1
8218,1
8219,0
8220,0
8221,0
8222,0
8223,1
8224,1
8226,1
8227,1
8228,1
8229,0
8230,0
8231,0
8232,0
8233,0
8235,1
8239,0
8240,0
8241,0
8242,0
8243,0
8244,0
8245,0
8247,0
8249,0
8250,0
8251,0
8252,0
8253,1
8255,1
8256,0
8258,1
8260,1
8262,1
8263,1
8265,1
8266,1
8268,1
8269,0
8270,1
8271,1
8272,1
8273,1
8274,1
8275,0
8276,0
8277,1
8278,0
8280,1
8281,1
8282,0
8283,0
8284,0
8285,0
8286,0
8287,0
8288,0
8289,0
8290,1
8291,0
8293,0
8295,0
8296,0
8298,0
8299,1
8302,0
8303,0
8304,0
8305,0
8306,1
8307,0
8309,0
8310,0
8311,1
8312,0
8314,0
8316,1
8317,1
8318,0
8319,1
8320,1
8322,0
8325,0
8326,2
8328,1
8329,0
8333,1
8336,0
8339,1
8340,1
8341,0
8342,1
8343,1
8344,0
8345,0
8347,0
8349,0
8350,1
8351,0
8352,1
8354,1
8355,1
8356,1
8357,0
8358,1
8360,1
8362,1
8363,1
8364,2
8366,1
8367,0
8368,0
8370,1
8371,1
8372,0
8373,0
8374,1
8375,1
8377,1
8379,0
8380,0
8381,0
8382,0
8383,1
8384,0
8385,0
8386,1
8387,0
8388,0
8389,0
8390,1
8391,0
8392,1
8393,1
8394,1
8395,2
8396,1
8398,0
8399,0
8400,0
8402,0
8403,0
8404,1
8405,1
8406,1
8407,0
8408,0
8410,1
8411,1
8412,0
8413,1
8414,0
8415,0
8417,1
8418,1
8419,0
8420,1
8421,0
8422,1
8423,0
8424,0
8425,0
8426,0
8427,0
8428,1
8429,1
8430,1
8431,1
8432,0
8433,0
8434,0
8435,1
8436,0
8437,1
8438,0
8439,0
8440,0
8441,0
8442,1
8443,0
8444,1
8445,0
8446,0
8448,0
8450,1
8451,0
8454,1
8455,1
8456,0
8457,1
8458,1
8459,1
8460,0
8461,1
8462,0
8463,1
8464,1
8465,1
8466,1
8467,0
8468,1
8470,0
8472,0
8475,0
8476,0
8477,2
8478,0
8483,1
8485,0
8486,1
8487,0
8488,0
8489,0
8490,0
8491,1
8493,0
8494,0
8495,0
8496,1
8497,0
8498,1
8501,1
8502,1
8503,1
8504,0
8505,1
8506,0
8507,0
8508,0
8509,0
8510,1
8512,0
8513,1
8514,1
8515,0
8516,1
8517,1
8518,1
8519,1
8520,1
8521,1
8522,1
8523,1
8525,0
8526,1
8527,0
8528,0
8529,2
8530,0
8531,0
8532,1
8533,0
8534,1
8535,0
8536,1
8538,1
8539,0
8540,1
8541,0
8542,1
8543,1
8544,1
8545,1
8546,0
8547,0
8548,0
8550,0
8551,1
8552,1
8553,1
8554,1
8555,0
8556,1
8557,1
8558,0
8559,1
8560,1
8561,1
8562,1
8563,1
8564,1
8566,1
8567,1
8568,1
8571,0
8572,0
8573,0
8574,1
8575,1
8576,0
8577,1
8578,0
8579,0
8580,1
8582,2
8583,1
8584,1
8585,1
8586,1
8587,0
8588,1
8589,0
8590,0
8591,1
8592,1
8593,1
8595,0
8596,1
8597,0
8598,0
8599,1
8600,0
8601,1
8602,1
8603,1
8604,1
8605,1
8606,0
8607,0
8608,0
8609,1
8610,1
8611,0
8612,1
8613,1
8614,0
8615,0
8616,1
8617,1
8619,1
8620,1
8621,1
8622,0
8623,0
8624,0
8625,1
8626,1
8627,1
8629,1
8630,0
8631,0
8633,1
8634,0
8635,1
8636,0
8637,1
8638,0
8639,1
8640,1
8641,1
8642,2
8643,1
8644,1
8645,0
8646,0
8648,0
8649,1
8650,0
8651,1
8652,1
8653,1
8654,1
8655,0
8656,1
8657,1
8658,2
8659,1
8660,0
8661,0
8662,0
8663,1
8664,1
8665,1
8666,1
8667,1
8668,1
8669,1
8670,0
8671,0
8672,0
8673,0
8674,0
8675,1
8676,0
8677,1
8678,1
8679,1
8680,0
8681,0
8682,0
8683,1
8684,1
8685,1
8686,1
8687,1
8688,0
8689,0
8690,1
8691,1
8693,2
8694,0
8695,1
8697,1
8698,0
8699,1
8700,1
8701,0
8702,0
8703,1
8704,0
8706,1
8707,2
8708,0
8709,1
8710,0
8711,0
8712,0
8713,1
8714,0
8715,1
8716,1
8718,0
8719,1
8720,0
8721,1
8722,0
8723,1
8724,0
8725,1
8726,1
8727,0
8728,0
8729,0
8731,0
8732,0
8733,1
8734,0
8735,0
8736,0
8737,0
8738,0
8739,1
8740,1
8741,1
8742,0
8743,1
8744,1
8745,0
8746,0
8747,0
8748,0
8749,0
8750,1
8751,0
8752,0
8753,0
8754,1
8755,0
8756,0
8757,0
8758,0
8759,1
8760,0
8761,1
8762,1
8763,0
8764,1
8765,0
8766,1
8767,0
8770,1
8771,1
8772,0
8773,1
8774,1
8775,0
8778,0
8779,0
8780,1
8781,1
8782,1
8783,1
8784,1
8785,1
8786,0
8787,1
8788,0
8789,1
8790,1
8791,1
8792,1
8793,1
8794,1
8795,0
8796,1
8797,0
8798,1
8800,0
8801,0
8802,1
8803,1
8804,1
8805,0
8806,1
8807,1
8808,1
8809,1
8810,0
8811,2
8812,1
8813,0
8814,1
8815,1
8816,0
8817,0
8818,0
8819,1
8820,0
8821,0
8822,1
8823,0
8824,0
8825,1
8826,1
8827,1
8828,1
8829,1
8830,1
8831,0
8833,1
8836,0
8837,0
8838,1
8839,0
8840,0
8841,1
8844,0
8845,1
8846,2
8847,1
8848,0
8849,0
8850,0
8852,1
8853,1
8854,0
8855,1
8857,1
8858,1
8859,0
8860,1
8861,0
8862,0
8863,0
8864,1
8865,1
8866,1
8867,1
8868,1
8869,0
8870,1
8871,1
8873,1
8874,1
8876,1
8877,0
8878,1
8879,1
8880,1
8882,1
8884,1
8885,1
8886,1
8887,0
8888,1
8889,0
8891,1
8892,0
8893,1
8894,1
8895,1
8896,1
8897,0
8899,0
8900,0
8901,1
8902,0
8903,0
8904,1
8905,1
8906,1
8907,0
8909,0
8910,1
8912,1
8913,1
8914,0
8915,1
8916,1
8917,1
8918,0
8919,0
8920,1
8921,1
8922,1
8923,0
8924,0
8925,1
8926,1
8927,1
8928,1
8929,1
8930,0
8931,1
8932,1
8933,2
8934,0
8936,1
8937,0
8938,1
8939,1
8940,1
8941,0
8942,0
8944,0
8945,0
8946,0
8947,1
8948,1
8949,0
8950,1
8951,0
8952,0
8953,1
8954,0
8956,1
8957,0
8958,1
8959,1
8960,0
8961,0
8962,1
8963,0
8964,0
8965,0
8968,1
8970,0
8972,1
8973,0
8976,0
8977,0
8978,1
8979,1
8980,1
8982,0
8983,1
8984,1
8985,1
8986,1
8987,1
8988,1
8989,1
8990,0
8991,0
8992,1
8993,1
8994,1
8995,0
8996,1
8997,0
8998,1
8999,1
9000,0
9001,1
9002,1
9003,0
9004,0
9005,0
9006,1
9007,1
9008,1
9010,0
9011,0
9012,0
9013,1
9015,0
9016,1
9017,1
9018,1
9019,0
9020,1
9021,1
9022,0
9023,0
9024,1
9025,1
9026,1
9027,1
9028,0
9029,1
9030,0
9031,0
9032,0
9033,0
9034,1
9036,1
9037,1
9039,1
9041,0
9044,1
9045,1
9046,1
9047,1
9048,0
9049,1
9050,1
9051,1
9052,0
9053,0
9055,1
9056,0
9057,1
9059,0
9060,0
9061,0
9062,0
9063,0
9065,0
9066,0
9067,0
9068,1
9069,0
9070,0
9071,0
9072,0
9073,1
9074,0
9078,1
9079,0
9080,0
9082,0
9083,1
9085,1
9087,0
9088,1
9090,0
9091,0
9092,1
9093,1
9094,1
9095,1
9097,1
9098,1
9099,0
9100,1
9103,0
9104,1
9105,1
9106,0
9107,0
9108,1
9110,0
9111,1
9113,1
9114,1
9115,0
9116,0
9118,1
9120,0
9121,1
9122,1
9123,1
9124,1
9125,1
9126,0
9127,1
9128,0
9130,0
9131,0
9133,1
9134,0
9135,1
9136,1
9137,0
9140,0
9141,1
9142,1
9143,0
9144,0
9145,0
9146,1
9147,1
9148,0
9149,0
9150,0
9151,0
9153,1
9154,1
9155,0
9156,0
9157,1
9158,1
9159,1
9160,1
9161,0
9162,1
9163,1
9164,0
9165,0
9166,1
9167,1
9168,0
9169,0
9170,0
9172,1
9175,1
9177,1
9179,2
9180,0
9181,0
9182,1
9184,0
9185,1
9186,1
9187,1
9188,1
9189,0
9190,1
9192,1
9193,1
9194,0
9197,1
9198,0
9199,0
9200,1
9201,0
9203,1
9204,0
9205,1
9206,1
9207,1
9208,0
9209,0
9210,0
9211,1
9212,0
9213,1
9214,1
9215,0
9216,0
9217,1
9218,1
9219,1
9220,0
9221,0
9222,0
9223,1
9224,1
9225,0
9226,1
9227,1
9228,1
9229,0
9230,1
9234,0
9235,0
9236,0
9237,1
9238,1
9239,0
9240,0
9241,0
9242,0
9243,1
9244,0
9245,0
9247,1
9248,0
9249,0
9251,1
9252,1
9253,1
9254,1
9255,0
9256,1
9257,0
9258,1
9259,1
9260,1
9261,1
9262,1
9263,0
9265,0
9266,0
9267,1
9268,1
9269,0
9270,1
9271,1
9272,0
9273,0
9274,1
9275,0
9276,0
9278,0
9280,0
9281,1
9282,2
9283,0
9284,1
9285,1
9286,0
9287,0
9288,1
9289,1
9292,1
9293,1
9294,1
9295,0
9296,1
9297,0
9298,1
9299,1
9300,0
9301,1
9302,0
9303,1
9305,1
9306,0
9308,1
9309,1
9312,1
9313,0
9314,1
9315,1
9316,1
9317,1
9318,1
9319,1
9320,0
9321,1
9322,1
9323,1
9324,1
9325,1
9326,1
9327,0
9329,0
9330,1
9331,0
9332,0
9333,0
9334,0
9335,0
9336,0
9339,1
9341,0
9342,0
9343,1
9345,1
9346,1
9349,1
9350,0
9353,1
9355,0
9356,1
9358,0
9359,0
9360,1
9361,1
9362,1
9364,1
9365,0
9366,1
9367,0
9368,1
9369,1
9370,1
9371,1
9372,1
9373,1
9374,1
9375,1
9377,0
9378,0
9379,0
9380,0
9384,0
9385,0
9386,1
9387,1
9388,1
9389,0
9390,1
9391,0
9392,1
9393,1
9394,0
9395,1
9396,0
9397,1
9398,1
9399,1
9400,0
9402,1
9403,0
9405,1
9406,1
9407,1
9408,0
9409,1
9410,0
9411,1
9412,0
9413,0
9414,1
9415,1
9416,1
9417,1
9421,1
9422,0
9423,1
9424,1
9425,0
9426,1
9427,1
9429,0
9432,1
9433,0
9435,0
9436,0
9437,1
9438,1
9439,1
9440,1
9441,1
9442,0
9445,1
9447,0
9448,1
9449,1
9450,1
9451,0
9452,1
9454,1
9455,1
9457,0
9458,1
9459,1
9461,1
9464,0
9465,1
9466,1
9468,0
9469,1
9470,1
9471,0
9472,1
9473,1
9474,0
9476,1
9478,0
9480,0
9482,0
9483,0
9485,0
9486,0
9487,0
9488,1
9489,1
9491,0
9492,1
9494,2
9495,1
9496,1
9498,0
9499,1
9500,0
9504,1
9505,0
9506,1
9507,1
9508,0
9509,1
9510,0
9511,1
9512,1
9513,1
9514,1
9515,1
9516,1
9517,0
9518,1
9519,1
9521,1
9522,0
9523,1
9524,1
9525,1
9526,0
9527,0
9528,1
9529,0
9530,1
9531,1
9532,0
9533,1
9534,0
9535,1
9536,1
9537,1
9538,0
9540,0
9541,1
9542,0
9543,1
9544,1
9545,1
9546,0
9547,0
9548,0
9549,1
9551,0
9552,1
9554,1
9555,1
9557,0
9558,1
9559,1
9560,1
9561,1
9563,1
9564,1
9565,1
9566,1
9567,1
9568,0
9569,0
9570,0
9571,1
9572,1
9573,1
9575,0
9576,0
9577,0
9578,1
9579,0
9580,1
9582,1
9583,1
9585,1
9586,1
9587,1
9588,1
9589,1
9590,1
9591,0
9592,1
9593,0
9594,0
9595,1
9596,0
9597,1
9598,1
9599,1
9600,0
9601,1
9602,1
9604,1
9605,0
9606,1
9607,1
9608,1
9609,1
9610,1
9611,1
9612,2
9614,1
9615,1
9616,1
9617,1
9620,0
9621,0
9622,1
9623,0
9624,0
9625,0
9626,1
9627,0
9628,1
9629,1
9631,1
9632,1
9633,0
9634,0
9635,0
9636,1
9637,0
9638,1
9639,0
9640,0
9641,1
9643,0
9644,0
9645,0
9646,1
9647,0
9648,1
9649,0
9650,1
9651,1
9652,1
9653,1
9654,1
9655,1
9657,1
9658,1
9659,1
9661,1
9662,0
9663,0
9664,1
9665,1
9666,1
9667,0
9669,1
9670,1
9671,0
9672,0
9673,1
9674,1
9675,0
9677,1
9678,0
9680,1
9681,0
9682,0
9683,0
9684,0
9685,1
9686,1
9687,0
9688,1
9689,0
9690,1
9691,1
9692,0
9693,0
9694,0
9695,0
9696,0
9697,1
9698,1
9699,0
9700,0
9703,0
9704,0
9705,0
9706,1
9708,0
9710,1
9711,1
9712,0
9713,1
9714,1
9715,1
9716,1
9717,0
9718,0
9719,1
9720,0
9722,1
9723,1
9724,1
9725,0
9726,1
9727,1
9728,0
9729,1
9730,1
9731,1
9732,1
9733,1
9734,0
9735,0
9736,1
9738,1
9739,1
9740,1
9741,1
9742,1
9743,0
9744,1
9745,1
9746,1
9748,0
9749,0
9750,1
9751,1
9752,1
9753,1
9754,1
9755,0
9756,1
9757,1
9758,1
9759,1
9760,1
9761,1
9762,0
9763,0
9766,1
9767,0
9770,1
9771,0
9772,0
9773,1
9774,1
9775,1
9776,0
9777,1
9779,0
9780,1
9781,1
9782,0
9783,1
9784,0
9785,1
9786,1
9787,0
9788,1
9790,1
9791,0
9792,0
9793,1
9794,1
9795,0
9796,0
9797,1
9798,1
9799,0
9801,0
9802,1
9803,0
9804,1
9805,0
9806,0
9807,1
9808,1
9809,0
9810,0
9811,1
9813,1
9814,0
9815,0
9816,0
9817,1
9818,1
9819,1
9820,1
9821,0
9822,1
9823,0
9824,0
9825,0
9826,0
9827,0
9828,0
9829,0
9831,1
9832,0
9833,1
9834,1
9835,0
9836,0
9837,0
9838,0
9839,1
9840,0
9841,1
9842,1
9843,0
9844,1
9845,0
9846,1
9847,1
9848,1
9849,0
9850,0
9851,1
9852,1
9853,0
9854,1
9855,1
9856,1
9857,1
9858,0
9859,1
9860,0
9861,1
9862,1
9863,1
9864,0
9865,1
9866,1
9867,1
9868,1
9869,1
9870,1
9871,0
9872,0
9873,1
9875,1
9876,1
9877,0
9878,1
9879,1
9880,0
9881,1
9882,1
9883,0
9886,1
9887,1
9888,1
9889,0
9890,1
9891,0
9893,1
9894,1
9895,1
9896,0
9897,0
9898,1
9899,1
9900,1
9901,1
9902,1
9904,0
9905,1
9906,1
9907,0
9908,1
9909,0
9910,1
9911,1
9912,1
9913,1
9914,0
9915,1
9916,0
9917,1
9918,0
9919,1
9920,0
9921,1
9922,0
9923,1
9924,1
9925,1
9926,1
9927,0
9928,1
9929,1
9930,1
9931,1
9932,1
9933,1
9934,0
9935,1
9936,0
9938,1
9939,1
9940,0
9941,1
9942,0
9943,1
9944,1
9945,1
9946,0
9947,1
9948,1
9949,0
9951,0
9952,0
9953,1
9954,0
9955,0
9956,1
9957,1
9958,1
9959,1
9960,1
9962,1
9963,1
9964,0
9965,0
9966,1
9968,0
9969,1
9970,0
9971,1
9972,1
9973,1
9974,0
9975,1
9976,0
9977,1
9978,0
9980,1
9981,0
9982,1
9983,0
9984,0
9985,1
9986,1
9987,0
9988,1
9989,0
9991,1
9992,1
9993,0
9994,0
9995,0
9997,1
9998,1
9999,1
10000,0
10001,1
10004,0
10005,0
10006,1
10007,0
10009,0
10010,0
10011,0
10013,0
10014,0
10015,1
10016,1
10017,1
10018,0
10020,1
10021,0
10022,1
10023,0
10024,1
10025,0
10026,1
10027,0
10029,0
10030,0
10031,0
10032,0
10033,1
10034,0
10035,0
10036,1
10037,0
10038,1
10039,1
10040,0
10041,0
10042,0
10043,0
10044,0
10045,1
10046,1
10047,0
10048,1
10049,1
10050,0
10051,0
10052,0
10053,0
10054,0
10055,0
10056,0
10057,1
10058,1
10059,1
10060,1
10061,0
10062,1
10063,0
10064,0
10065,1
10066,1
10067,0
10068,0
10069,1
10070,1
10071,1
10072,1
10073,1
10074,0
10075,0
10076,1
10077,0
10078,1
10079,1
10080,0
10081,2
10082,1
10083,1
10084,1
10085,0
10086,0
10088,0
10089,1
10090,1
10091,1
10092,0
10093,1
10094,1
10095,0
10098,1
10099,0
10100,1
10101,0
10102,1
10103,0
10104,1
10105,1
10106,1
10108,1
10109,1
10110,1
10111,2
10112,1
10113,2
10114,1
10115,1
10118,1
10119,0
10120,1
10121,0
10122,0
10123,0
10124,2
10125,0
10126,2
10127,0
10128,1
10129,0
10130,1
10131,1
10132,1
10133,1
10134,2
10135,0
10136,0
10137,0
10138,1
10142,1
10144,0
10145,0
10146,1
10148,1
10149,1
10150,1
10151,1
10152,0
10153,1
10154,1
10155,1
10156,1
10157,1
10158,1
10159,0
10160,1
10161,0
10162,0
10163,0
10164,0
10165,0
10166,0
10167,1
10168,0
10169,0
10170,1
10171,1
10172,1
10173,1
10174,1
10175,0
10176,0
10177,1
10178,0
10179,0
10180,0
10183,0
10184,0
10185,0
10187,1
10189,1
10190,0
10191,1
10192,0
10193,1
10194,0
10195,1
10196,1
10197,1
10198,0
10199,1
10200,1
10201,1
10202,0
10203,0
10204,0
10205,1
10206,1
10207,0
10208,1
10209,1
10210,1
10211,1
10212,1
10214,1
10215,0
10216,1
10217,0
10218,1
10219,0
10220,1
10222,0
10223,1
10224,1
10225,0
10226,1
10227,0
10229,1
10231,1
10232,0
10233,0
10234,0
10235,1
10236,0
10237,0
10238,0
10239,1
10240,1
10241,1
10242,1
10243,1
10244,1
10245,1
10246,0
10247,1
10248,0
10249,0
10250,1
10251,0
10252,0
10254,1
10255,1
10256,1
10257,1
10258,0
10259,0
10260,1
10261,1
10262,1
10263,0
10264,1
10265,0
10266,1
10267,0
10268,0
10269,0
10270,1
10271,0
10272,1
10273,0
10274,1
10275,2
10276,1
10277,1
10278,0
10279,1
10280,1
10283,1
10284,0
10285,1
10286,1
10288,0
10289,1
10290,0
10291,0
10292,0
10293,1
10294,1
10295,1
10296,1
10297,0
10298,1
10299,1
10300,1
10301,0
10302,1
10303,1
10304,1
10305,0
10306,1
10307,1
10308,0
10309,1
10311,1
10312,1
10313,1
10314,1
10316,1
10317,1
10318,0
10319,0
10320,1
10321,1
10322,1
10323,1
10324,0
10325,1
10326,0
10327,0
10328,1
10329,1
10330,1
10331,1
10332,0
10333,0
10334,1
10335,1
10336,1
10337,0
10338,0
10341,0
10342,1
10343,0
10344,0
10346,1
10347,0
10348,0
10349,0
10350,1
10353,1
10354,2
10355,0
10356,0
10357,1
10358,1
10359,1
10360,1
10361,1
10362,0
10363,1
10364,1
10365,0
10366,1
10367,2
10368,1
10369,2
10370,2
10371,0
10372,0
10373,2
10374,0
10375,0
10376,0
10378,1
10379,1
10380,1
10381,1
10382,1
10383,1
10384,1
10386,1
10387,1
10389,1
10390,0
10392,1
10393,1
10394,2
10395,0
10396,0
10397,0
10398,1
10399,1
10400,1
10401,0
10402,1
10403,1
10404,1
10405,1
10406,0
10407,1
10408,1
10409,1
10413,0
10414,0
10415,1
10416,1
10417,1
10418,1
10419,0
10420,1
10421,1
10422,0
10423,1
10424,0
10425,1
10427,1
10428,0
10429,1
10431,1
10432,1
10433,1
10435,0
10437,0
10438,1
10439,0
10440,1
10442,2
10443,1
10445,0
10446,1
10447,1
10448,0
10449,1
10450,1
10451,1
10454,1
10456,0
10457,1
10459,0
10460,0
10461,0
10462,0
10463,0
10464,1
10465,0
10466,1
10467,1
10468,1
10470,0
10471,0
10472,0
10473,1
10474,1
10475,0
10476,0
10477,1
10478,0
10479,1
10480,1
10481,0
10482,1
10484,1
10485,1
10486,1
10487,0
10488,2
10489,1
10490,0
10491,1
10492,1
10493,0
10494,1
10495,1
10496,0
10497,1
10498,1
10499,0
10500,1
10501,1
10502,0
10503,1
10504,0
10505,0
10507,1
10509,1
10510,0
10511,1
10512,0
10513,1
10514,1
10515,0
10516,0
10517,1
10518,1
10519,0
10520,0
10521,0
10522,1
10523,0
10524,0
10525,0
10526,0
10527,0
10528,0
10529,0
10530,0
10532,0
10533,1
10534,0
10536,0
10538,1
10539,0
10540,1
10541,0
10542,1
10543,1
10544,0
10545,0
10546,0
10547,1
10548,1
10549,0
10550,1
10551,0
10552,0
10553,0
10554,1
10555,0
10556,0
10557,1
10558,1
10559,1
10560,1
10561,1
10563,1
